block_id,street,barrio,tipo_c,red_jerarq,length_m,n_lines,lines,lines_gtfs,n_shapes,buses_hour
277,VILELA,Nuñez,CALLE,VÍA LOCAL,102.2,0,,,0,0
278,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,57.6,0,,,0,0
279,DEHEZA,Saavedra,CALLE,VÍA LOCAL,118.5,1,071,071,2,12.0
280,PINTO,Saavedra,CALLE,VÍA LOCAL,100.9,0,,,0,0
281,BESARES,Nuñez,CALLE,VÍA LOCAL,100.0,0,,,0,0
282,CUBA,Nuñez,CALLE,VÍA LOCAL,91.8,0,,,0,0
283,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,54.6,0,,,0,0
284,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,91.7,0,,,0,0
285,ARIAS,Saavedra,CALLE,VÍA LOCAL,99.3,1,019,019,1,15.0
286,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,98.7,0,,,0,0
287,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,40.3,0,,,0,0
288,CORREA,Saavedra,CALLE,VÍA LOCAL,102.9,0,,,0,0
289,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.8,0,,,0,0
291,PICO,Saavedra,CALLE,VÍA LOCAL,100.0,1,071,071,2,12.0
292,CONDE,Saavedra,CALLE,VÍA LOCAL,101.5,0,,,0,0
293,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,98.5,1,019,019,1,15.0
294,CRAMER,Saavedra,CALLE,VÍA LOCAL,96.3,1,151,151,1,17.1
295,MANZANARES,Nuñez,CALLE,VÍA LOCAL,101.6,0,,,0,0
296,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,92.8,0,,,0,0
297,VEDIA,Saavedra,CALLE,VÍA LOCAL,101.1,5,015 021 028 060 117,015 021 028 060 117,34,127.2
298,VILELA,Nuñez,CALLE,VÍA LOCAL,101.6,0,,,0,0
299,ARCOS,Nuñez,CALLE,VÍA LOCAL,101.6,0,,,0,0
300,ARIAS,Saavedra,CALLE,VÍA LOCAL,98.9,0,,,0,0
301,QUINTANA,Saavedra,CALLE,VÍA LOCAL,99.0,0,,,0,0
302,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,131.0,0,,,0,0
303,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,97.9,10,057 059 060 068 133 152 161 168 184 194,057 059 060 068 133 152 161 168 184 194,100,508.4
304,DEHEZA,Saavedra,CALLE,VÍA LOCAL,102.0,1,071,071,2,12.0
305,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,100.7,0,,,0,0
306,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,83.7,0,,,0,0
307,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,83.7,0,,,0,0
308,BESARES,Nuñez,CALLE,VÍA LOCAL,100.9,0,,,0,0
309,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,91.8,0,,,0,0
310,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,98.9,1,019,019,1,15.0
311,CONESA,Saavedra,CALLE,VÍA LOCAL,96.8,0,,,0,0
312,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,101.3,0,,,0,0
313,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,92.3,0,,,0,0
315,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,114.1,4,015 028 029 130,015 028 029 130,34,118.1
316,PICO,Saavedra,CALLE,VÍA LOCAL,100.1,1,071,071,2,12.0
317,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,101.2,0,,,0,0
318,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,207.2,5,033 037 045 160 194,033 037 045 160 194,26,66.0
319,CORREA,Saavedra,CALLE,VÍA LOCAL,188.3,0,,,0,0
320,VIDAL,Saavedra,CALLE,VÍA LOCAL,99.3,1,151,151,1,17.1
321,ARIAS,Saavedra,CALLE,VÍA LOCAL,101.0,0,,,0,0
322,PINTO,Saavedra,CALLE,VÍA LOCAL,100.5,0,,,0,0
323,VEDIA,Saavedra,CALLE,VÍA LOCAL,99.4,5,015 021 028 060 117,015 021 028 060 117,34,127.2
324,VILELA,Nuñez,CALLE,VÍA LOCAL,100.2,0,,,0,0
325,CUBA,Nuñez,CALLE,VÍA LOCAL,101.5,0,,,0,0
326,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,117.9,0,,,0,0
327,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.2,1,019,019,1,15.0
328,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,97.5,1,019,019,1,15.0
329,MANZANARES,Nuñez,CALLE,VÍA LOCAL,110.2,0,,,0,0
331,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,103.3,0,,,0,0
333,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,91.5,0,,,0,0
334,DEHEZA,Saavedra,CALLE,VÍA LOCAL,100.1,1,071,071,2,12.0
335,CONDE,Saavedra,CALLE,VÍA LOCAL,100.6,0,,,0,0
336,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,75.1,1,130,130,1,8.0
337,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,114.6,0,,,0,0
338,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,101.9,0,,,0,0
339,ARCOS,Nuñez,CALLE,VÍA LOCAL,83.6,0,,,0,0
340,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,101.5,0,,,0,0
341,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,92.6,0,,,0,0
342,CORREA,Saavedra,CALLE,VÍA LOCAL,97.8,0,,,0,0
343,CRAMER,Saavedra,CALLE,VÍA LOCAL,99.5,1,151,151,1,17.1
344,PICO,Saavedra,CALLE,VÍA LOCAL,100.6,1,071,071,2,12.0
345,"PEREZ, ROQUE",Saavedra,CALLE,VÍA LOCAL,100.5,0,,,0,0
346,VIDAL,Saavedra,CALLE,VÍA LOCAL,50.5,1,151,151,1,17.1
347,BESARES,Nuñez,CALLE,VÍA LOCAL,131.2,0,,,0,0
348,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,92.3,10,057 059 060 068 133 152 161 168 184 194,057 059 060 068 133 152 161 168 184 194,100,508.4
349,"PAZ, GRAL. AV.",Saavedra,AVENIDA,VÍA TRONCAL,109.5,3,028 057 194,028 057 194,25,71.0
350,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,102.3,0,,,0,0
351,ARIAS,Saavedra,CALLE,VÍA LOCAL,101.9,0,,,0,0
352,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,100.3,0,,,0,0
353,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.0,1,019,019,1,15.0
354,QUINTANA,Saavedra,CALLE,VÍA LOCAL,98.5,0,,,0,0
355,MANZANARES,Nuñez,CALLE,VÍA LOCAL,40.2,0,,,0,0
356,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,92.5,0,,,0,0
357,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,110.2,4,015 028 029 130,015 028 029 130,35,126.1
358,VILELA,Nuñez,CALLE,VÍA LOCAL,100.8,0,,,0,0
359,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,101.4,0,,,0,0
360,CORREA,Saavedra,CALLE,VÍA LOCAL,99.2,0,,,0,0
361,CONESA,Saavedra,CALLE,VÍA LOCAL,99.8,0,,,0,0
362,DEHEZA,Saavedra,CALLE,VÍA LOCAL,100.0,1,071,071,2,12.0
363,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,100.7,0,,,0,0
364,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,101.8,1,130,130,1,8.0
365,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,113.2,0,,,0,0
366,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,91.0,0,,,0,0
367,PLUS ULTRA,Saavedra,PASAJE,VÍA LOCAL,97.7,0,,,0,0
368,CRAMER,Saavedra,CALLE,VÍA LOCAL,50.0,1,151,151,1,17.1
369,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,100.4,0,,,0,0
370,CUBA,Nuñez,CALLE,VÍA LOCAL,83.5,0,,,0,0
371,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,83.6,1,019,019,1,15.0
372,PINTO,Saavedra,CALLE,VÍA LOCAL,99.7,0,,,0,0
373,BESARES,Saavedra,CALLE,VÍA LOCAL,76.6,0,,,0,0
374,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,104.6,0,,,0,0
375,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,98.4,0,,,0,0
376,VIDAL,Saavedra,CALLE,VÍA LOCAL,49.6,1,151,151,1,17.1
377,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,70.4,7,028 034 037 042 107 160 194,028 034 037 042 107 160 194,19,69.9
378,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,39.1,0,,,0,0
379,PICO,Saavedra,CALLE,VÍA LOCAL,100.1,0,,,0,0
380,MELIAN AV.,Saavedra,AVENIDA,VÍA LOCAL,60.0,0,,,0,0
381,BESARES,Saavedra,CALLE,VÍA LOCAL,46.5,0,,,0,0
382,AMENABAR,Saavedra,CALLE,VÍA LOCAL,93.9,0,,,0,0
383,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,36.4,0,,,0,0
384,ARIAS,Saavedra,CALLE,VÍA LOCAL,99.9,0,,,0,0
385,CONDE,Saavedra,CALLE,VÍA LOCAL,100.2,0,,,0,0
386,CORREA,Saavedra,CALLE,VÍA LOCAL,99.2,0,,,0,0
387,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,99.2,1,019,019,1,15.0
388,MANZANARES,Nuñez,CALLE,VÍA LOCAL,102.5,0,,,0,0
389,ARCOS,Nuñez,CALLE,VÍA LOCAL,92.4,0,,,0,0
390,NUÑEZ,Nuñez,CALLE,VÍA LOCAL,104.3,0,,,0,0
391,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,103.0,0,,,0,0
392,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,97.7,0,,,0,0
393,CRAMER,Saavedra,CALLE,VÍA LOCAL,49.5,1,151,151,1,17.1
394,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,101.2,1,130,130,1,8.0
395,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,112.4,0,,,0,0
396,DEHEZA,Saavedra,CALLE,VÍA LOCAL,100.3,0,,,0,0
397,"PEREZ, ROQUE",Saavedra,CALLE,VÍA LOCAL,101.1,1,071,071,2,12.0
398,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,103.9,4,015 028 029 130,015 028 029 130,35,126.1
399,VILELA,Nuñez,CALLE,VÍA LOCAL,130.7,0,,,0,0
400,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,102.3,10,057 059 060 068 133 152 161 168 184 194,057 059 060 068 133 152 161 168 184 194,100,508.4
402,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,53.0,0,,,0,0
403,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,100.8,0,,,0,0
404,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,83.5,0,,,0,0
405,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,101.9,0,,,0,0
406,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,99.7,0,,,0,0
407,BESARES,Saavedra,CALLE,VÍA LOCAL,101.0,0,,,0,0
408,MOLDES,Saavedra,CALLE,VÍA LOCAL,96.0,0,,,0,0
409,CORREA,Saavedra,CALLE,VÍA LOCAL,98.8,0,,,0,0
410,QUINTANA,Saavedra,CALLE,VÍA LOCAL,98.5,0,,,0,0
411,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,34.2,0,,,0,0
412,VILELA,Saavedra,CALLE,VÍA LOCAL,38.8,0,,,0,0
413,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,114.5,0,,,0,0
414,"UDAONDO, GUILLERMO AV.",Belgrano,AVENIDA,VÍA LOCAL,248.2,3,028 042 107,028 042 107,11,62.9
415,ARIAS,Saavedra,CALLE,VÍA LOCAL,100.2,0,,,0,0
416,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,100.4,1,071,071,2,12.0
417,MANZANARES,Nuñez,CALLE,VÍA LOCAL,100.5,0,,,0,0
418,CUBA,Nuñez,CALLE,VÍA LOCAL,92.3,0,,,0,0
419,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.0,0,,,0,0
420,CONESA,Saavedra,CALLE,VÍA LOCAL,99.0,0,,,0,0
421,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,42.1,2,042 107,042 107,4,22.3
422,NUÑEZ,Nuñez,CALLE,VÍA LOCAL,102.4,0,,,0,0
423,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,103.3,0,,,0,0
424,CORREA,Saavedra,CALLE,VÍA LOCAL,65.9,0,,,0,0
425,PINTO,Saavedra,CALLE,VÍA LOCAL,101.7,1,019,019,1,15.0
426,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,57.0,2,042 107,042 107,4,22.3
427,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,94.5,1,130,130,1,8.0
428,GRECIA,Nuñez,CALLE,VÍA LOCAL,111.7,0,,,0,0
429,BESARES,Saavedra,CALLE,VÍA LOCAL,98.9,0,,,0,0
430,VIDAL,Saavedra,CALLE,VÍA LOCAL,98.2,1,151,151,1,17.1
431,DEHEZA,Saavedra,CALLE,VÍA LOCAL,100.6,0,,,0,0
432,MELIAN AV.,Saavedra,AVENIDA,VÍA LOCAL,101.5,0,,,0,0
433,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,68.3,2,042 107,042 107,4,22.3
434,ARCOS,Nuñez,CALLE,VÍA LOCAL,92.2,0,,,0,0
435,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.9,0,,,0,0
436,CONDE,Saavedra,CALLE,VÍA LOCAL,100.4,0,,,0,0
437,VILELA,Saavedra,CALLE,VÍA LOCAL,103.9,0,,,0,0
438,AMENABAR,Saavedra,CALLE,VÍA LOCAL,99.9,0,,,0,0
439,AZURDUY JUANA,Nuñez,CALLE,VÍA LOCAL,130.1,0,,,0,0
440,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,100.6,0,,,0,0
441,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,122.2,0,,,0,0
442,ARCOS,Nuñez,CALLE,VÍA LOCAL,11.3,0,,,0,0
443,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,75.1,0,,,0,0
444,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,65.2,2,042 107,042 107,4,22.3
445,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.9,0,,,0,0
446,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,99.0,1,019,019,1,15.0
447,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,129.7,0,,,0,0
448,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,85.0,10,057 059 060 068 133 152 161 168 184 194,057 059 060 068 133 152 161 168 184 194,100,508.4
449,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,105.3,4,015 028 029 130,015 028 029 130,35,126.1
450,VEDIA,Saavedra,CALLE,VÍA LOCAL,146.7,5,015 021 028 060 117,015 021 028 060 117,34,127.2
451,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,66.5,2,042 107,042 107,4,22.3
452,ARIAS,Saavedra,CALLE,VÍA LOCAL,100.1,0,,,0,0
453,"PEREZ, ROQUE",Saavedra,CALLE,VÍA LOCAL,100.5,1,071,071,2,12.0
454,MANZANARES,Nuñez,CALLE,VÍA LOCAL,100.8,0,,,0,0
455,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,92.2,0,,,0,0
456,NUÑEZ,Nuñez,CALLE,VÍA LOCAL,100.4,0,,,0,0
457,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,103.6,0,,,0,0
458,BESARES,Saavedra,CALLE,VÍA LOCAL,97.7,0,,,0,0
459,CRAMER,Saavedra,CALLE,VÍA LOCAL,99.3,1,151,151,1,17.1
460,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,68.1,2,042 107,042 107,4,22.3
461,CORREA,Saavedra,CALLE,VÍA LOCAL,102.0,0,,,0,0
462,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,102.1,0,,,0,0
463,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,117.5,0,,,0,0
464,VILELA,Saavedra,CALLE,VÍA LOCAL,99.7,0,,,0,0
465,MOLDES,Saavedra,CALLE,VÍA LOCAL,99.0,0,,,0,0
466,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,70.4,2,042 107,042 107,4,22.3
467,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,100.7,0,,,0,0
468,CUBA,Nuñez,CALLE,VÍA LOCAL,92.3,0,,,0,0
469,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,146.8,1,130,130,1,8.0
470,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,80.3,7,028 034 037 042 107 160 194,028 034 037 042 107 160 194,36,137.7
471,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,100.3,0,,,0,0
472,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,100.7,1,071,071,2,12.0
473,AZURDUY JUANA,Nuñez,CALLE,VÍA LOCAL,102.4,0,,,0,0
474,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,100.7,0,,,0,0
475,VEDIA,Saavedra,CALLE,VÍA LOCAL,81.8,3,021 076 117,021 076 117,9,54.3
476,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,146.9,0,,,0,0
477,PINTO,Saavedra,CALLE,VÍA LOCAL,98.0,1,019,019,1,15.0
478,PAROISSIEN,Saavedra,CALLE,VÍA LOCAL,60.6,0,,,0,0
479,CIUDAD DE LA PAZ,Saavedra,CALLE,VÍA LOCAL,103.4,0,,,0,0
480,BESARES,Saavedra,CALLE,VÍA LOCAL,98.8,0,,,0,0
481,CONESA,Saavedra,CALLE,VÍA LOCAL,99.4,0,,,0,0
482,"UDAONDO, GUILLERMO AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,126.7,2,028 107,028 107,7,40.6
483,NUÑEZ,Nuñez,CALLE,VÍA LOCAL,97.7,0,,,0,0
484,GRECIA,Nuñez,CALLE,VÍA LOCAL,103.9,0,,,0,0
485,ARIAS,Saavedra,CALLE,VÍA LOCAL,101.0,0,,,0,0
486,MELIAN AV.,Saavedra,AVENIDA,VÍA LOCAL,52.7,0,,,0,0
487,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,32.0,0,,,0,0
488,VILELA,Saavedra,CALLE,VÍA LOCAL,99.4,0,,,0,0
489,VIDAL,Saavedra,CALLE,VÍA LOCAL,98.1,1,151,151,1,17.1
490,VEDIA,Saavedra,CALLE,VÍA LOCAL,52.1,2,021 117,021 117,7,42.0
491,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,101.6,4,015 028 029 130,015 028 029 130,36,134.1
492,CORREA,Saavedra,CALLE,VÍA LOCAL,100.2,0,,,0,0
493,CONDE,Saavedra,CALLE,VÍA LOCAL,101.3,0,,,0,0
494,"BETBEDER, ONOFRE, ALTE.",Belgrano,CALLE,VÍA LOCAL,117.9,0,,,0,0
495,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,55.8,0,,,0,0
496,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,106.4,0,,,0,0
497,CUBA,Nuñez,CALLE,VÍA LOCAL,45.5,0,,,0,0
498,MANZANARES,Nuñez,CALLE,VÍA LOCAL,127.6,0,,,0,0
499,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,91.6,10,057 059 060 068 133 152 161 168 184 194,057 059 060 068 133 152 161 168 184 194,100,508.4
500,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,79.3,10,057 059 060 068 133 152 161 168 184 194,057 059 060 068 133 152 161 168 184 194,100,508.4
501,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,59.9,1,130,130,1,8.0
502,ARCOS,Nuñez,CALLE,VÍA LOCAL,82.1,0,,,0,0
503,"PEDRAZA, MANUELA",Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,157.8,1,130,130,1,8.0
504,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,101.9,0,,,0,0
505,"PLAZA, VICTORINO DE LA, DR.",Belgrano,CALLE,VÍA LOCAL,117.8,0,,,0,0
506,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,57.3,0,,,0,0
507,PAROISSIEN,Saavedra,CALLE,VÍA LOCAL,99.8,0,,,0,0
508,AMENABAR,Saavedra,CALLE,VÍA LOCAL,102.1,0,,,0,0
509,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,304.9,2,042 107,042 107,4,22.3
510,BESARES,Saavedra,CALLE,VÍA LOCAL,100.6,0,,,0,0
511,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,99.4,1,019,019,1,15.0
512,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,100.7,0,,,0,0
513,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,92.4,0,,,0,0
514,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,17.9,2,042 107,042 107,4,22.3
515,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,99.9,0,,,0,0
516,"PEREZ, ROQUE",Saavedra,CALLE,VÍA LOCAL,100.7,1,071,071,2,12.0
517,"LUGONES, LEOPOLDO AV.",Belgrano,AVENIDA,VÍA TRONCAL,1179.4,9,028 034 037 042 057 059 152 160 194,028 034 037 042 057 059 152 160 194,20,65.8
518,"SOLIER, DANIEL DE, ALTE.",Belgrano,CALLE,VÍA LOCAL,117.8,0,,,0,0
519,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,68.3,0,,,0,0
520,AZURDUY JUANA,Nuñez,CALLE,VÍA LOCAL,100.1,0,,,0,0
521,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,100.6,0,,,0,0
522,PICO,Saavedra,CALLE,VÍA LOCAL,48.2,0,,,0,0
523,TRONADOR,Saavedra,CALLE,VÍA LOCAL,106.0,1,076,076,2,12.3
524,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,120.2,0,,,0,0
525,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,102.2,0,,,0,0
526,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,98.3,0,,,0,0
527,VILELA,Saavedra,CALLE,VÍA LOCAL,97.7,0,,,0,0
528,CRAMER,Saavedra,CALLE,VÍA LOCAL,98.0,1,151,151,1,17.1
529,"QUINTEROS, LIDORO J. AV.",Belgrano,AVENIDA,VÍA LOCAL,117.7,0,,,0,0
530,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,65.8,0,,,0,0
531,CAMPOS SALLES,Nuñez,CALLE,VÍA LOCAL,81.5,0,,,0,0
532,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,152.7,2,042 107,042 107,4,22.3
533,PAROISSIEN,Saavedra,CALLE,VÍA LOCAL,98.8,0,,,0,0
534,MOLDES,Saavedra,CALLE,VÍA LOCAL,100.9,0,,,0,0
535,"GARCIA, MANUEL J., ALTE.",Belgrano,CALLE,VÍA LOCAL,117.7,0,,,0,0
536,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,66.5,0,,,0,0
537,CORREA,Saavedra,CALLE,VÍA LOCAL,100.3,0,,,0,0
538,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,100.4,1,071,071,2,12.0
539,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,100.4,0,,,0,0
540,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,100.7,1,130,130,1,8.0
541,CUBA,Nuñez,CALLE,VÍA LOCAL,42.8,0,,,0,0
542,"PEDRAZA, MANUELA",Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,101.3,1,130,130,1,8.0
543,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,101.8,0,,,0,0
544,"PLAZA, VICTORINO DE LA, DR.",Belgrano,CALLE,VÍA LOCAL,117.7,0,,,0,0
545,"BAVIO, ERNESTO A.",Belgrano,CALLE,VÍA LOCAL,68.0,0,,,0,0
546,BESARES,Saavedra,CALLE,VÍA LOCAL,128.2,0,,,0,0
547,PINTO,Saavedra,CALLE,VÍA LOCAL,103.0,1,019,019,1,15.0
548,PICO,Saavedra,CALLE,VÍA LOCAL,67.1,0,,,0,0
549,PLAZA,Saavedra,CALLE,VÍA LOCAL,103.6,1,076,076,2,12.3
550,VILELA,Saavedra,CALLE,VÍA LOCAL,98.6,0,,,0,0
